Category,Gold,Silver,Platinum,Rhodium,Nickel,Tin,Lithium,Aluminum,Carbon,Profit ($),Recovery_Status,Recyclable,Non_Recyclable
3,1.68,0.88,0.69,2.92,9.59,0.48,3.15,7.36,5.07,120,0,1,0
3,2.86,5.96,0.57,2.99,6.32,1.0,1.42,0.87,3.59,174,0,1,0
3,1.53,4.4,5.29,0.6,9.43,2.87,4.22,8.96,1.48,361,0,0,1
0,6.92,7.83,1.53,5.15,3.78,2.85,7.93,5.54,6.75,426,0,0,1
3,8.41,3.88,1.73,9.8,8.16,0.3,2.3,7.6,1.8,508,1,0,1
3,6.6,5.69,7.32,2.1,1.12,6.83,1.79,6.94,2.11,719,1,0,1
3,2.35,1.61,6.6,7.56,9.39,9.71,6.41,8.67,5.25,470,0,0,1
0,6.06,8.75,0.63,1.45,6.26,5.69,4.63,4.83,2.64,336,0,0,1
1,4.79,4.57,9.95,7.1,2.81,3.77,9.14,8.75,9.87,771,1,0,1
2,8.3,5.52,10.0,5.63,4.67,6.65,4.82,2.09,8.68,946,1,0,1
0,7.87,3.5,8.03,5.72,5.88,8.13,7.47,4.36,0.2,819,1,0,1
1,8.63,0.73,3.5,8.0,7.35,4.71,6.64,9.8,6.07,612,1,0,1
0,5.58,4.27,4.77,8.16,2.72,5.74,8.25,5.55,9.22,532,1,0,1
2,9.19,9.26,2.13,9.24,9.79,9.2,3.31,3.06,6.89,571,1,0,1
0,3.95,6.55,9.75,4.95,3.95,1.33,4.97,9.84,1.39,720,1,0,1
3,4.0,0.63,8.78,1.12,3.92,2.17,5.49,3.99,5.25,667,1,0,1
0,5.45,3.02,1.74,1.38,6.62,8.11,6.77,0.77,0.62,363,0,0,1
2,0.65,5.6,6.55,2.04,4.2,1.75,0.42,3.8,1.47,386,0,0,1
3,4.92,9.41,2.64,6.43,1.71,1.79,8.77,0.25,6.07,388,0,0,1
0,5.08,7.88,3.5,5.06,4.98,6.29,2.84,8.29,0.16,441,0,0,1
0,1.22,9.39,4.59,7.94,4.46,0.61,3.42,8.25,7.87,311,0,0,1
2,6.43,7.87,2.57,4.71,4.92,8.78,0.44,9.69,2.26,458,0,0,1
0,8.39,5.52,8.46,4.73,0.83,3.35,3.4,0.42,0.69,868,1,0,1
2,3.01,5.88,2.1,3.95,7.68,0.8,4.25,4.46,7.08,263,0,1,0
3,6.77,8.52,8.35,0.9,1.72,2.89,8.3,2.98,1.41,785,1,0,1
1,8.01,1.29,7.12,2.32,4.97,9.85,0.99,7.39,6.33,776,1,0,1
2,9.69,4.45,8.01,7.14,3.83,4.05,4.38,4.9,6.8,907,1,0,1
0,1.11,2.0,9.37,4.64,4.18,4.33,8.08,4.82,0.58,557,1,0,1
2,8.4,4.69,9.43,4.51,3.34,3.85,8.7,8.14,5.85,920,1,0,1
2,4.48,3.26,8.71,2.06,3.87,5.61,4.67,0.99,9.08,688,1,0,1
3,2.16,7.69,5.13,5.47,6.15,5.21,4.45,4.52,3.71,385,0,0,1
1,4.91,1.4,7.73,4.78,6.54,4.25,1.11,5.74,6.1,656,1,0,1
2,8.39,1.47,2.47,5.53,9.44,8.22,0.46,3.94,7.99,545,1,0,1
3,8.77,9.31,3.08,2.18,2.72,2.26,5.22,6.46,0.43,601,1,0,1
2,7.58,9.25,0.45,3.79,9.96,9.97,5.32,3.56,9.66,402,0,0,1
0,3.33,2.79,6.01,9.09,4.88,5.4,6.84,0.95,5.82,487,0,0,1
3,1.62,8.68,7.85,7.72,0.41,4.81,2.52,9.01,3.08,505,1,0,1
1,4.49,1.47,9.31,4.62,3.12,9.66,8.01,4.79,1.91,720,1,0,1
0,5.04,4.4,1.71,1.99,7.67,7.46,9.66,6.35,4.86,342,0,0,1
0,0.81,6.19,9.68,2.61,9.73,1.72,6.78,0.51,0.17,562,1,0,1
0,8.9,8.37,6.19,6.67,1.16,0.9,2.9,8.09,2.41,773,1,0,1
1,2.47,7.07,8.4,3.38,3.98,7.02,4.17,6.95,3.82,575,1,0,1
0,0.82,1.61,9.64,9.0,7.19,4.63,6.98,8.05,2.13,557,1,0,1
1,2.52,7.04,4.49,5.69,8.56,2.09,6.4,1.05,2.11,368,0,0,1
0,1.98,8.26,5.15,2.46,2.73,2.81,1.48,4.81,7.7,378,0,0,1
0,4.61,0.9,0.8,7.29,9.19,5.39,3.41,7.61,6.54,270,0,1,0
0,7.91,5.61,0.29,9.54,0.37,9.03,7.92,7.41,9.18,407,0,0,1
1,3.89,5.25,0.93,3.9,0.14,2.36,9.09,6.16,1.31,244,0,1,0
0,2.93,2.63,0.14,3.72,8.31,5.1,8.11,3.47,1.1,153,0,1,0
3,3.57,0.44,0.56,5.19,1.27,0.49,6.95,3.94,8.33,205,0,1,0
3,1.26,6.64,3.52,8.2,7.35,2.83,4.75,6.49,7.14,254,0,1,0
3,7.95,0.66,8.25,5.73,6.55,1.15,3.57,8.93,1.08,833,1,0,1
0,1.49,3.15,9.42,8.27,8.56,2.17,3.55,6.53,9.26,579,1,0,1
2,0.66,5.8,7.5,8.79,6.44,7.85,2.86,1.97,2.22,437,0,0,1
0,2.97,1.23,3.49,9.41,9.54,3.66,9.51,1.57,1.62,333,0,0,1
2,0.75,9.74,7.35,0.28,4.09,9.16,4.35,0.74,4.12,436,0,0,1
1,8.0,3.89,8.52,9.36,1.51,6.86,9.65,8.79,4.88,851,1,0,1
3,1.02,5.41,1.15,7.81,3.73,1.96,6.35,1.53,6.84,114,0,1,0
3,3.9,3.93,2.84,3.2,5.93,6.4,7.12,3.26,1.37,346,0,0,1
0,8.07,6.55,7.44,0.56,0.26,9.8,4.43,9.65,7.65,799,1,0,1
2,1.46,5.15,6.55,7.51,3.46,9.77,3.86,9.53,2.07,425,0,0,1
0,3.1,2.32,2.35,6.54,1.26,6.05,3.01,8.36,1.46,279,0,1,0
0,9.23,3.05,2.72,2.9,6.24,9.77,7.57,5.97,0.96,601,1,0,1
1,2.44,2.76,2.9,4.48,8.32,5.92,4.15,3.24,5.86,277,0,1,0
1,5.58,2.4,0.3,5.99,8.25,9.99,9.48,6.26,1.64,291,0,1,0
1,4.55,0.41,6.4,5.91,8.2,9.62,3.18,5.0,3.42,567,1,0,1
3,4.19,2.59,3.81,9.12,0.23,1.37,6.78,5.23,6.64,411,0,0,1
3,7.02,2.31,1.78,8.84,1.61,7.59,1.23,8.46,9.52,441,0,0,1
3,3.95,1.24,6.36,8.31,9.47,9.25,6.35,2.4,1.2,535,1,0,1
2,6.5,4.97,8.34,2.83,5.3,9.8,5.27,5.02,4.12,769,1,0,1
0,1.18,6.89,6.82,7.47,7.96,1.24,0.87,5.56,2.49,427,0,0,1
0,2.14,3.6,8.72,3.38,6.65,3.47,7.67,8.62,6.53,574,1,0,1
1,2.35,6.63,0.16,0.81,1.76,6.55,4.22,1.76,0.71,127,0,1,0
3,0.45,7.15,7.37,0.21,6.92,7.35,3.0,1.65,3.14,421,0,0,1
2,9.83,0.99,3.3,6.6,1.56,8.12,3.98,7.99,1.7,660,1,0,1
2,8.0,8.1,5.75,5.98,9.53,2.85,8.95,2.43,9.79,706,1,0,1
1,2.91,1.44,7.12,5.09,6.59,9.16,1.36,3.11,0.73,525,1,0,1
1,7.94,3.54,3.72,2.86,3.26,3.91,6.17,9.98,2.85,591,1,0,1
1,9.96,7.39,7.85,8.55,8.45,4.19,9.6,3.32,4.78,914,1,0,1
1,7.35,6.93,6.39,1.14,6.31,5.85,7.83,8.69,4.5,707,1,0,1
2,4.33,5.74,4.89,2.47,1.42,4.31,6.93,1.85,4.99,478,0,0,1
3,5.24,3.72,2.55,7.9,1.55,6.3,2.6,7.12,7.04,396,0,0,1
3,7.85,3.28,3.36,5.11,0.17,7.99,3.65,1.26,7.07,567,1,0,1
3,9.46,6.45,0.85,8.38,0.15,4.77,4.7,9.02,7.57,514,1,0,1
2,9.7,9.13,2.88,1.35,5.2,7.69,8.89,6.84,3.8,636,1,0,1
2,1.17,4.93,1.25,1.26,1.94,4.91,7.5,7.29,6.99,127,0,1,0
1,7.91,6.15,5.92,2.6,9.94,2.48,0.6,7.11,3.16,709,1,0,1
3,7.01,6.95,0.38,4.16,7.63,9.44,5.29,0.76,5.67,369,0,0,1
1,2.21,5.97,3.72,2.79,5.36,6.6,9.0,5.3,9.85,311,0,0,1
1,8.94,6.81,3.65,9.21,5.47,6.19,9.34,3.89,2.71,638,1,0,1
2,7.58,4.46,2.75,8.84,3.07,5.62,0.18,5.69,7.31,522,1,0,1
0,2.25,1.6,4.57,8.65,0.72,4.7,6.59,3.81,2.56,356,0,0,1
0,9.16,3.65,3.91,6.38,2.53,1.53,7.54,0.9,5.23,661,1,0,1
3,8.53,0.99,4.36,7.88,5.29,0.81,7.26,1.71,7.59,653,1,0,1
3,2.5,0.2,1.16,9.45,2.26,7.11,8.75,9.06,4.99,185,0,1,0
1,8.19,9.14,4.69,6.15,7.49,7.23,7.91,2.31,6.85,659,1,0,1
3,1.56,8.0,2.45,4.84,3.67,9.47,6.65,6.84,3.7,212,0,1,0
2,5.29,4.3,2.95,3.15,8.88,2.29,8.44,5.95,7.55,420,0,0,1
2,7.05,9.61,9.42,1.28,2.99,7.15,2.48,1.24,2.59,856,1,0,1
3,1.0,9.0,2.2,3.73,1.46,9.37,8.61,9.02,3.14,172,0,1,0
2,0.55,0.7,5.51,9.77,5.34,5.88,3.37,3.38,7.92,322,0,0,1
2,2.16,7.62,0.81,2.28,1.65,8.41,9.4,2.56,0.66,154,0,1,0
2,6.87,5.34,2.42,9.51,9.1,7.35,1.35,9.48,1.44,470,0,0,1
2,8.19,1.15,8.72,4.55,1.09,5.18,7.83,0.85,1.89,870,1,0,1
2,3.08,5.31,5.27,1.87,2.94,2.07,5.41,3.89,2.87,436,0,0,1
1,8.5,0.42,2.13,7.24,1.54,8.32,0.67,8.51,3.12,532,1,0,1
1,0.15,6.64,6.54,3.23,1.48,3.54,4.32,0.48,0.4,361,0,0,1
3,7.02,9.49,5.34,2.31,9.1,8.29,8.07,4.34,7.78,636,1,0,1
2,6.83,9.24,4.32,9.88,5.49,0.43,7.09,8.74,4.67,572,1,0,1
3,5.41,2.04,7.17,6.23,0.87,8.09,8.46,8.42,3.09,651,1,0,1
2,1.28,9.58,0.16,9.08,2.43,7.72,4.6,4.41,4.02,77,0,1,0
2,1.46,3.87,8.06,4.15,8.38,0.36,4.15,2.28,0.86,505,1,0,1
1,7.44,6.66,0.63,7.83,4.96,2.95,6.89,9.32,9.7,403,0,0,1
0,3.47,8.64,4.21,6.21,3.97,0.83,4.38,4.43,6.0,401,0,0,1
0,6.46,8.49,4.02,8.84,9.22,4.08,7.63,2.66,9.71,537,1,0,1
0,8.44,6.58,1.16,1.75,2.06,8.01,8.99,3.69,3.82,480,0,0,1
3,0.7,1.88,6.62,2.04,6.22,2.59,8.89,3.56,1.49,390,0,0,1
1,4.37,5.22,4.11,3.84,4.08,5.01,9.72,5.67,8.89,438,0,0,1
0,2.36,9.56,5.41,8.82,9.06,5.49,9.87,6.29,3.82,411,0,0,1
0,5.07,1.97,7.88,3.48,2.77,8.26,2.02,6.25,4.28,672,1,0,1
3,2.49,7.58,2.27,6.05,3.37,5.14,0.42,0.86,0.68,248,0,1,0
0,2.6,5.33,7.8,1.77,9.2,4.98,2.05,3.25,9.57,548,1,0,1
0,4.39,6.74,0.78,1.31,8.01,1.04,8.91,4.99,8.87,261,0,1,0
2,8.01,4.01,0.48,8.4,4.2,0.79,0.57,3.29,3.45,421,0,0,1
3,3.18,3.41,7.42,8.32,5.4,3.5,0.81,9.21,4.59,555,1,0,1
0,5.48,7.08,3.49,6.73,9.43,7.82,9.13,8.42,7.43,460,0,0,1
1,3.14,6.79,7.8,1.67,6.54,7.29,0.76,7.6,5.56,576,1,0,1
2,3.28,8.82,7.82,6.09,4.89,0.48,2.56,8.31,0.82,585,1,0,1
1,3.04,5.63,1.82,6.2,1.09,4.66,0.18,3.47,2.39,250,0,1,0
3,6.26,6.51,5.38,4.14,4.13,5.77,3.12,6.63,7.25,599,1,0,1
1,8.75,2.4,4.05,5.31,2.0,0.92,4.26,7.29,9.98,648,1,0,1
2,7.01,6.78,4.13,2.29,7.41,8.68,5.15,0.76,5.3,569,1,0,1
2,6.11,0.78,2.21,4.13,9.61,0.44,3.66,4.38,6.35,419,0,0,1
1,4.84,2.07,9.07,2.53,8.74,7.68,1.43,1.13,3.76,725,1,0,1
1,3.01,0.4,4.2,5.78,4.16,0.5,3.17,7.66,5.52,373,0,0,1
2,3.99,3.43,7.92,0.82,5.17,7.82,9.06,0.43,9.04,622,1,0,1
1,9.15,8.3,7.89,3.77,8.27,2.91,5.55,1.36,1.9,877,1,0,1
3,5.49,6.95,6.3,3.46,0.38,1.18,8.31,2.22,8.71,611,1,0,1
2,0.23,3.81,1.27,6.3,2.41,8.72,9.12,6.24,4.35,81,0,1,0
0,6.29,1.34,8.39,1.9,6.99,8.42,1.96,4.2,0.92,759,1,0,1
1,9.06,2.41,2.56,3.07,8.04,8.79,7.63,0.56,6.87,584,1,0,1
0,9.17,0.41,7.71,7.8,6.03,6.53,9.15,8.08,6.23,864,1,0,1
0,0.3,8.45,3.73,8.32,9.02,5.06,2.92,3.39,6.72,219,0,1,0
3,1.69,9.14,3.9,5.29,0.99,5.21,4.58,3.7,9.24,297,0,1,0
2,6.64,2.53,3.37,3.18,1.34,8.72,4.0,9.86,1.89,508,1,0,1
0,4.53,1.51,3.75,2.23,2.27,8.37,1.98,6.99,5.71,424,0,0,1
3,3.53,4.49,9.62,8.66,8.68,9.44,9.97,2.93,9.81,691,1,0,1
2,7.44,4.29,6.78,5.24,4.02,4.16,8.29,3.33,6.08,731,1,0,1
1,4.92,0.78,7.25,4.2,4.66,8.44,1.8,8.13,5.55,630,1,0,1
2,2.03,3.27,9.96,3.44,1.46,9.15,5.62,1.76,9.54,635,1,0,1
0,7.69,9.01,1.06,6.98,1.83,1.58,8.68,4.82,4.32,439,0,0,1
3,8.38,8.52,5.0,4.3,9.76,1.67,1.0,1.67,2.21,684,1,0,1
3,0.44,3.62,5.49,8.32,2.98,2.84,1.81,2.34,0.79,317,0,0,1
3,1.27,0.64,1.53,4.62,3.95,3.5,7.05,7.72,8.94,144,0,1,0
0,5.33,2.85,5.49,6.47,9.2,8.71,1.88,6.07,3.64,557,1,0,1
1,8.34,4.72,8.05,0.84,9.43,8.92,7.79,3.22,7.28,844,1,0,1
3,1.83,8.3,1.69,3.45,0.73,4.12,2.57,4.87,1.63,185,0,1,0
2,6.5,9.89,6.84,5.04,7.89,1.81,5.03,2.22,3.1,691,1,0,1
1,4.08,4.61,0.43,8.66,4.7,5.27,9.62,9.08,7.43,226,0,1,0
0,3.51,4.22,7.46,9.66,3.91,0.71,5.36,6.66,4.24,574,1,0,1
2,8.57,3.86,1.8,3.06,2.94,7.25,5.58,8.04,5.95,519,1,0,1
0,2.68,1.44,6.0,7.32,1.82,1.21,2.0,4.11,5.45,454,0,0,1
1,9.41,0.29,7.84,4.43,8.36,1.22,3.52,7.07,0.53,882,1,0,1
3,6.8,9.66,2.56,9.88,1.93,7.7,2.4,7.2,0.85,477,0,0,1
2,6.95,1.82,3.97,3.06,4.52,5.76,5.23,9.98,3.96,555,1,0,1
3,2.4,2.69,5.13,2.1,3.19,3.58,7.3,6.96,1.2,394,0,0,1
1,4.98,6.92,5.06,9.69,4.8,2.45,5.36,3.26,3.83,519,1,0,1
1,0.97,5.13,4.78,3.34,0.6,0.76,4.33,2.53,3.09,306,0,0,1
3,5.69,4.86,6.92,9.43,7.9,0.12,4.54,0.94,3.59,653,1,0,1
2,4.72,9.98,9.35,3.98,5.32,9.49,6.81,9.49,9.44,738,1,0,1
1,1.01,8.54,5.28,0.49,9.94,1.82,6.67,4.31,3.11,337,0,0,1
3,1.57,6.68,8.32,2.95,5.84,8.5,8.35,2.69,8.13,527,1,0,1
3,2.9,8.97,2.91,5.03,7.08,9.63,7.77,9.2,4.62,303,0,0,1
3,3.17,9.25,2.25,4.69,7.11,5.85,6.19,8.85,3.31,281,0,1,0
1,9.66,2.03,6.15,4.15,0.15,9.39,7.59,5.68,3.47,805,1,0,1
3,6.58,7.71,2.56,4.54,8.39,3.4,2.25,9.07,0.48,465,0,0,1
3,1.61,6.97,2.78,3.42,4.41,7.17,9.78,4.14,3.91,232,0,1,0
3,3.92,4.59,5.07,2.44,1.3,7.1,9.27,4.36,0.89,467,0,0,1
2,0.48,6.63,3.08,3.32,2.54,7.66,5.79,9.83,1.56,192,0,1,0
1,9.62,9.78,7.88,9.67,8.64,3.2,0.74,0.92,1.07,900,1,0,1
3,7.01,0.41,4.78,5.16,8.37,3.62,9.05,1.89,9.28,600,1,0,1
0,3.48,7.66,0.12,8.62,0.35,3.32,3.77,1.7,9.89,181,0,1,0
3,1.81,6.71,8.63,5.94,4.64,7.15,8.41,1.17,0.49,555,1,0,1
3,0.7,8.25,6.63,5.51,8.66,0.5,1.33,6.7,5.43,394,0,0,1
2,5.09,1.12,9.84,2.3,8.7,8.62,9.46,6.3,0.33,778,1,0,1
0,3.3,0.45,1.61,6.19,0.24,3.89,6.48,3.63,0.45,248,0,1,0
2,9.91,6.39,2.03,3.52,0.75,8.95,6.39,3.2,0.89,599,1,0,1
3,1.29,0.77,6.85,8.65,1.15,1.91,3.84,1.08,3.98,430,0,0,1
3,7.74,7.33,9.92,4.28,2.3,8.03,3.93,0.15,7.88,916,1,0,1
2,0.46,9.12,1.69,4.91,3.32,3.07,0.2,3.75,4.75,118,0,1,0
3,0.86,9.98,8.37,3.5,0.41,7.54,6.58,0.83,5.4,496,0,0,1
1,1.52,2.57,4.8,6.44,2.53,5.61,5.81,8.84,3.89,333,0,0,1
2,2.6,1.29,4.66,3.11,7.49,8.32,7.3,0.39,1.83,378,0,0,1
2,9.91,7.04,6.57,5.21,0.92,2.37,8.21,1.8,3.12,843,1,0,1
3,2.51,2.43,0.87,1.16,9.67,8.9,6.45,5.16,0.66,171,0,1,0
0,7.5,9.35,7.0,6.06,1.08,6.21,4.41,8.8,1.38,749,1,0,1
3,2.87,8.24,9.32,7.9,7.78,6.08,4.35,6.86,3.16,645,1,0,1
0,5.4,4.8,5.04,8.03,1.41,8.66,9.19,4.86,5.6,538,1,0,1
1,3.72,1.36,8.62,9.15,4.01,0.34,0.82,1.62,2.06,645,1,0,1
2,4.48,5.51,0.14,2.9,6.76,4.7,0.72,4.07,8.3,230,0,1,0
0,8.23,4.49,7.71,7.04,3.76,2.01,6.11,4.46,1.16,820,1,0,1
3,7.64,6.86,1.49,7.27,7.07,7.68,1.69,4.25,0.77,459,0,0,1
2,1.16,6.07,2.11,0.49,1.79,2.2,5.14,7.07,6.26,173,0,1,0
0,6.78,1.41,3.7,7.44,9.0,0.89,3.97,5.84,5.0,532,1,0,1
2,3.22,7.73,5.02,0.58,8.66,7.85,8.17,8.76,3.26,431,0,0,1
1,6.67,4.7,6.24,3.4,9.01,3.96,7.69,1.04,3.42,664,1,0,1
0,5.23,6.27,6.18,7.82,9.13,5.47,1.97,2.79,0.78,591,1,0,1
3,2.25,9.66,7.79,9.35,4.61,4.8,0.74,5.24,1.66,533,1,0,1
1,4.92,6.62,3.05,0.13,5.73,4.13,1.91,9.11,4.66,409,0,0,1
0,9.53,5.71,1.5,3.2,7.5,9.85,4.66,0.26,0.29,552,1,0,1
3,6.3,1.07,5.35,8.21,0.52,7.0,6.47,1.7,7.52,596,1,0,1
1,5.9,2.44,5.16,6.71,5.44,6.27,2.91,9.01,3.08,567,1,0,1
2,5.92,2.62,3.52,9.86,1.63,6.21,6.92,4.86,7.79,481,0,0,1
1,6.14,3.89,1.45,1.08,9.05,6.4,5.94,8.03,1.57,381,0,0,1
3,1.53,5.66,2.8,3.9,0.27,5.57,0.92,7.3,8.58,228,0,1,0
0,1.63,7.29,4.57,5.64,8.92,3.42,0.75,3.69,9.0,329,0,0,1
2,2.33,3.81,4.42,6.69,1.73,2.78,9.69,9.92,6.14,353,0,0,1
3,0.28,6.61,2.51,5.29,6.21,5.19,8.91,2.54,7.51,152,0,1,0
0,0.88,4.4,0.52,3.92,1.16,5.97,5.1,1.29,3.04,73,0,1,0
3,8.89,7.74,3.15,4.95,0.13,2.92,9.83,1.19,5.17,610,1,0,1
2,4.25,8.48,8.66,2.45,9.04,2.02,4.84,2.71,5.36,677,1,0,1
3,1.2,2.59,4.02,6.1,3.27,1.65,6.43,9.59,0.41,275,0,1,0
2,3.02,4.75,2.42,5.71,9.3,3.4,7.35,3.34,6.94,280,0,1,0
2,3.06,5.21,7.88,4.31,9.44,8.12,1.56,6.37,0.4,575,1,0,1
0,9.94,4.2,1.02,8.46,5.37,5.64,8.69,1.4,4.75,545,1,0,1
0,1.04,7.54,4.35,2.31,3.69,4.41,3.81,1.5,8.49,288,0,1,0
0,6.92,4.41,8.66,5.86,3.47,0.23,8.54,4.35,6.3,806,1,0,1
2,1.92,2.25,3.08,3.34,2.96,6.08,4.27,8.92,4.9,260,0,1,0
3,9.49,0.9,9.46,8.62,0.44,5.1,3.18,2.17,5.07,973,1,0,1
2,9.9,2.79,8.81,6.87,2.47,2.88,0.94,0.36,4.58,960,1,0,1
0,7.42,6.37,7.79,4.66,3.99,3.19,8.07,3.35,5.06,785,1,0,1
3,2.91,6.28,8.11,5.41,6.45,3.14,9.08,1.72,1.68,581,1,0,1
2,1.03,4.38,8.05,6.82,0.38,3.06,9.29,0.37,6.91,484,0,0,1
3,9.62,1.83,6.3,6.71,8.08,4.44,0.8,5.56,8.24,811,1,0,1
1,4.18,2.3,7.29,7.03,2.43,6.74,1.0,2.81,4.49,597,1,0,1
3,0.56,8.96,2.74,2.2,4.35,8.6,9.64,0.27,6.72,179,0,1,0
3,5.03,8.81,4.67,9.11,8.46,4.66,7.88,0.1,3.3,502,1,0,1
2,4.37,5.07,6.28,8.33,4.48,0.81,4.08,5.4,0.98,554,1,0,1
1,9.12,4.39,4.38,1.65,2.46,3.48,0.87,8.67,9.63,685,1,0,1
3,9.72,8.5,9.39,6.71,6.93,2.18,4.74,1.59,9.39,985,1,0,1
0,1.44,6.04,8.58,9.29,5.75,3.3,0.78,6.71,2.7,534,1,0,1
1,4.04,9.39,0.51,7.4,4.73,4.81,5.73,9.32,6.05,231,0,1,0
3,6.31,2.0,5.05,8.62,7.54,1.24,5.03,5.87,1.4,581,1,0,1
0,3.47,3.19,3.73,6.01,2.56,6.42,8.91,7.54,5.36,372,0,0,1
2,5.67,4.93,9.79,1.88,7.0,6.32,3.04,3.67,7.69,806,1,0,1
1,6.67,5.6,3.24,7.79,1.52,8.84,9.19,3.23,6.87,504,1,0,1
2,9.46,2.47,8.42,1.66,2.71,0.55,6.19,1.87,7.93,917,1,0,1
3,9.03,2.41,1.62,9.67,1.58,5.69,9.48,6.6,8.41,532,1,0,1
2,7.3,1.97,3.34,2.31,8.02,1.22,4.12,7.87,9.18,538,1,0,1
0,7.95,8.77,1.1,0.71,1.54,5.41,3.05,8.02,0.89,454,0,0,1
3,0.46,8.75,3.27,9.21,0.24,3.04,6.43,7.64,5.95,202,0,1,0
2,3.28,5.77,1.13,7.56,8.24,7.38,1.98,5.82,3.13,225,0,1,0
0,9.21,7.61,1.3,8.71,6.57,2.56,2.76,8.17,6.51,526,1,0,1
2,6.81,7.86,3.01,4.45,4.74,7.47,8.58,6.33,3.83,500,0,0,1
3,8.47,5.25,2.17,1.84,9.46,6.05,4.77,5.23,9.04,535,1,0,1
0,2.08,0.69,5.48,0.52,8.49,4.85,0.67,9.98,2.89,396,0,0,1
3,0.12,2.05,1.93,4.63,4.68,1.39,2.99,9.25,1.15,110,0,1,0
0,8.42,3.61,6.53,3.42,4.58,7.37,5.15,2.42,7.86,765,1,0,1
1,0.39,8.37,1.36,2.73,3.34,4.59,7.93,9.26,7.34,96,0,1,0
1,3.29,7.8,2.47,4.29,9.89,1.4,8.7,3.45,5.71,298,0,1,0
0,0.67,9.73,4.86,3.05,5.14,5.74,0.95,0.95,3.41,299,0,1,0
1,8.63,6.51,0.45,1.86,0.78,2.7,3.17,8.4,3.94,451,0,0,1
1,5.82,3.18,4.61,1.19,0.6,6.65,2.82,2.41,9.98,534,1,0,1
0,0.91,1.92,2.51,6.9,5.36,5.06,2.86,7.74,9.05,180,0,1,0
3,0.98,6.05,5.35,7.41,1.65,9.14,6.61,2.69,8.29,338,0,0,1
0,4.02,9.18,1.99,5.69,4.98,2.96,8.12,1.04,8.86,309,0,0,1
2,5.69,9.05,4.07,0.95,3.66,2.07,4.77,7.26,5.33,502,1,0,1
3,1.2,3.8,1.39,2.9,4.45,7.3,7.07,6.45,0.52,135,0,1,0
0,2.36,7.48,4.93,9.74,4.25,7.64,9.43,8.52,4.05,384,0,0,1
2,7.02,4.88,6.54,4.5,0.64,0.59,9.09,5.26,4.87,698,1,0,1
2,9.09,6.88,2.49,0.66,2.68,7.46,2.86,3.72,0.94,584,1,0,1
0,2.51,2.07,9.52,7.86,8.33,7.32,3.32,6.21,0.16,634,1,0,1
3,7.85,1.38,2.92,9.09,6.23,7.73,1.94,8.1,2.33,543,1,0,1
3,1.56,3.88,0.32,4.43,5.7,0.31,5.41,7.35,6.22,96,0,1,0
0,7.19,4.74,5.49,5.34,9.83,3.27,8.01,1.65,8.58,650,1,0,1
1,8.38,6.82,6.66,2.71,3.86,1.84,3.86,8.53,9.86,772,1,0,1
2,2.43,2.19,2.6,5.75,9.66,1.06,4.21,0.98,3.82,260,0,1,0
0,3.05,2.21,7.58,6.56,6.52,4.72,9.52,7.64,3.46,557,1,0,1
1,0.58,6.48,1.51,2.14,7.32,0.38,9.66,4.29,5.78,113,0,1,0
0,1.8,2.63,5.79,8.89,4.73,1.97,3.35,1.67,7.06,400,0,0,1
2,5.67,5.21,2.58,9.59,7.09,3.16,0.64,8.67,3.41,419,0,0,1
0,1.18,0.46,8.24,3.53,1.73,4.41,3.28,1.97,8.33,499,0,0,1
1,1.37,5.57,3.19,9.1,8.16,9.92,1.09,3.24,6.7,241,0,1,0
1,8.44,8.38,8.94,4.35,5.56,3.79,5.96,6.07,7.69,898,1,0,1
3,1.26,1.2,8.27,8.12,1.56,0.72,7.56,2.17,3.57,505,1,0,1
3,4.32,7.57,8.79,8.13,1.28,1.75,4.13,4.16,3.0,687,1,0,1
2,3.94,4.6,5.33,7.96,0.36,0.14,3.96,5.2,0.53,481,0,0,1
2,2.51,7.65,1.72,1.6,2.91,4.31,0.83,9.04,3.53,220,0,1,0
0,7.74,2.11,9.72,2.53,5.2,8.03,7.46,2.32,3.19,902,1,0,1
0,6.82,1.4,5.53,2.92,0.44,8.39,8.35,4.25,4.97,632,1,0,1
1,4.74,9.45,3.54,5.54,2.4,3.04,0.43,1.1,2.89,428,0,0,1
0,7.35,2.63,4.15,5.43,2.8,3.7,5.24,1.1,4.71,585,1,0,1
3,5.66,5.7,7.63,9.52,9.77,3.89,9.27,3.62,2.03,690,1,0,1
2,1.39,8.6,0.1,6.2,3.27,5.1,2.55,9.59,4.84,78,0,1,0
1,4.08,4.29,2.58,3.26,5.26,4.12,7.28,1.38,7.43,341,0,0,1
1,3.39,8.06,0.6,5.13,5.1,6.06,6.9,7.14,4.08,203,0,1,0
0,2.88,1.57,0.23,9.58,0.99,2.31,7.04,7.92,0.98,154,0,1,0
1,4.09,0.53,1.14,2.83,6.7,8.7,5.78,1.06,0.56,262,0,1,0
3,4.54,1.92,3.32,4.37,2.2,6.98,6.08,8.18,4.82,402,0,0,1
0,0.43,2.97,5.54,9.39,5.25,6.83,5.47,6.19,2.3,319,0,0,1
2,3.52,9.03,5.54,1.6,3.52,5.27,4.03,1.95,7.46,475,0,0,1
3,4.78,3.18,4.43,7.6,3.8,8.44,2.94,7.38,7.34,474,0,0,1
